Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Compulsory education, duration (years)","SE.COM.DURS","Nicaragua","NIC","","","","6","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Niger","NER","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Nigeria","NGA","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","North Macedonia","MKD","","","","","13","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Northern Mariana Islands","MNP","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Norway","NOR","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Oman","OMN","","","","","","","","","","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Pakistan","PAK","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Palau","PLW","","","","","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Panama","PAN","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Papua New Guinea","PNG","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Paraguay","PRY","","","","9","9","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Peru","PER","","","","12","12","12","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Philippines","PHL","","","","10","10","10","11","11","11","11","11","11","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Poland","POL","","","","9","10","10","10","10","10","10","10","10","10","10","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Portugal","PRT","","","","9","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Puerto Rico","PRI","","","","13","13","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Qatar","QAT","","","","","9","9","9","9","9","9","9","9","9","9","9","12"
"Compulsory education, duration (years)","SE.COM.DURS","Romania","ROU","","","","8","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Russian Federation","RUS","","","","8","9","9","9","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Rwanda","RWA","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Samoa","WSM","","","","8","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","San Marino","SMR","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Sao Tome and Principe","STP","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Saudi Arabia","SAU","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Senegal","SEN","","","","6","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Serbia","SRB","","","","8","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Seychelles","SYC","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Sierra Leone","SLE","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Singapore","SGP","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Sint Maarten (Dutch part)","SXM","","","","12","14","14","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Slovak Republic","SVK","","","","10","10","10","10","10","10","10","10","10","10","10","10","11"
"Compulsory education, duration (years)","SE.COM.DURS","Slovenia","SVN","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Solomon Islands","SLB","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Somalia","SOM","","","","","","","","","","","","","","","","8"
"Compulsory education, duration (years)","SE.COM.DURS","South Africa","ZAF","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","South Sudan","SSD","","","","","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Spain","ESP","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Sri Lanka","LKA","","","","9","9","9","9","9","9","9","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","St. Kitts and Nevis","KNA","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","St. Lucia","LCA","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","St. Martin (French part)","MAF","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","St. Vincent and the Grenadines","VCT","","","","","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Sudan","SDN","","","","","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Suriname","SUR","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Sweden","SWE","","","","9","9","9","9","9","9","9","9","9","9","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Switzerland","CHE","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Syrian Arab Republic","SYR","","","","6","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Tajikistan","TJK","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Tanzania","TZA","","","","7","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Thailand","THA","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Timor-Leste","TLS","","","","6","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Togo","TGO","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Tonga","TON","","","","6","6","6","8","8","15","15","15","15","15","15","15","15"
"Compulsory education, duration (years)","SE.COM.DURS","Trinidad and Tobago","TTO","","","","6","6","6","6","6","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Tunisia","TUN","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Turkiye","TUR","","","","8","8","8","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Turkmenistan","TKM","","","","9","10","10","10","10","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Turks and Caicos Islands","TCA","","","","13","13","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Tuvalu","TUV","","","","","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Uganda","UGA","","","","","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Ukraine","UKR","","","","10","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","United Arab Emirates","ARE","","","","6","6","6","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","United Kingdom","GBR","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","United States","USA","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Uruguay","URY","","","","9","14","14","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Uzbekistan","UZB","","","","11","11","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Vanuatu","VUT","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Venezuela, RB","VEN","","","","14","14","14","14","14","14","14","14","17","17","17","17","17"
"Compulsory education, duration (years)","SE.COM.DURS","Viet Nam","VNM","","","","5","9","9","9","9","9","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","West Bank and Gaza","PSE","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Yemen, Rep.","YEM","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Zambia","ZMB","","","","7","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Zimbabwe","ZWE","","","","7","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Africa Eastern and Southern","AFE","","","","7","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Africa Western and Central","AFW","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Arab World","ARB","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Caribbean small states","CSS","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Central Europe and the Baltics","CEB","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Early-demographic dividend","EAR","","","","9","9","9","9","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","East Asia & Pacific","EAS","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","East Asia & Pacific (excluding high income)","EAP","","","","8.5","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","East Asia & Pacific (IDA & IBRD countries)","TEA","","","","8","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Euro area","EMU","","","","10","10","10","10","10","10","10","10","10","10","10","10.5","11"
"Compulsory education, duration (years)","SE.COM.DURS","Europe & Central Asia","ECS","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Europe & Central Asia (excluding high income)","ECA","","","","9","9","9","9","9","9.5","9.5","9.5","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Europe & Central Asia (IDA & IBRD countries)","TEC","","","","9","9","9","9","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","European Union","EUU","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Fragile and conflict affected situations","FCS","","","","7","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Heavily indebted poor countries (HIPC)","HPC","","","","7","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8"
"Compulsory education, duration (years)","SE.COM.DURS","High income","HIC","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","IBRD only","IBD","","","","9","9","9","9","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","IDA & IBRD total","IBT","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","IDA blend","IDB","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","IDA only","IDX","","","","7","8","8","8","8","8","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","IDA total","IDA","","","","7","8.5","8.5","8.5","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Late-demographic dividend","LTE","","","","9","9","9","9","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Latin America & Caribbean","LCN","","","","9","11","12","13","13","13","13","13","13","13","13","13","13"
