Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Poland","POL","","101.328","97.98869","96.08141","100.50527","","96.20679","96.44742","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Portugal","PRT","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Puerto Rico","PRI","","","","","","","94.3926","94.45409","90.00935","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Qatar","QAT","","86.52357","60.08847","","108.22728","102.46853","97.21444","103.18627","109.476","106.79372","106.9206","105.45338","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Romania","ROU","","","86.33409","93.18986","98.76332","100.12532","","87.99499","88.15012","87.21932","86.8625","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Russian Federation","RUS","","","","91.61373","104.68439","102.20312","97.16959","96.03637","102.36051","105.28707","101.97796","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Rwanda","RWA","","81.82941","82.26391","154.75869","200.69665","194.34793","178.16165","161.51634","145.20917","134.15751","111.99953","127.06357","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Samoa","WSM","","","","102.93657","106.29371","105.1534","","107.56696","102.61343","104.32472","116.14173","114.98069","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","San Marino","SMR","","","96.10895","82.63666","102.68456","101.65563","","","","","","102.51572","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Sao Tome and Principe","STP","","109.78339","104.47461","","91.19914","93.3893","94.81839","96.88139","98.79966","96.58577","91.55349","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Saudi Arabia","SAU","","","","","105.77189","107.83539","113.1942","118.23247","106.01761","103.22267","96.45389","91.50667","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Senegal","SEN","","42.00893","50.76771","86.63748","101.03432","100.67286","96.39221","99.30308","97.72475","97.63252","98.88357","94.74565","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Serbia","SRB","","","","","102.9743","101.38799","99.1754","100.34603","100.13161","99.38395","99.17001","99.51874","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Seychelles","SYC","114.22136","93.22638","","110.03215","110.70901","106.15605","102.21147","99.2652","100.97656","96.2963","96.78233","104.32331","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Sierra Leone","SLE","","","","","116.03094","142.68056","147.88524","","151.84925","165.15658","176.55061","171.84957","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Singapore","SGP","","","","","","","","","","102.56349","101.05307","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Sint Maarten (Dutch part)","SXM","","","","","","114.47368","","122.05567","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Slovak Republic","SVK","","","","100.84263","99.00232","98.94574","96.02103","94.6732","93.79335","96.29212","97.72723","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Slovenia","SVN","","","","95.17258","99.89419","98.44206","99.2983","100.07965","103.33605","100.17698","101.34578","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Solomon Islands","SLB","","86.74876","92.03587","","119.78074","118.12422","122.10717","","","113.46592","115.34774","108.00289","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Somalia","SOM","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","South Africa","ZAF","","","","95.9313","103.92069","100.36777","99.36953","96.40359","97.97832","91.91198","103.67058","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","South Sudan","SSD","","","","","121.29143","","","","98.91152","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Spain","ESP","","","101.8472","101.88117","105.17608","103.26833","101.73146","98.66163","99.55732","94.04701","93.46566","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Sri Lanka","LKA","88.459","96.4026","102.23546","","97.75178","100.48592","101.7889","101.15043","97.68594","96.06875","98.78455","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","St. Kitts and Nevis","KNA","","","","114.76888","102.64256","110.26723","107.34463","104.23131","114.10437","105.09915","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","St. Lucia","LCA","","","114.669","105.91819","","","","","","102.33209","98.04013","102.68394","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","St. Martin (French part)","MAF","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","St. Vincent and the Grenadines","VCT","","","","","","114.98489","111.97141","116.66667","117.34754","109.3865","111.07011","113.3945","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Sudan","SDN","","","","","","77.19838","78.32046","78.85676","81.16541","84.2102","86.04952","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Suriname","SUR","","","","","91.48591","90.85343","92.88522","96.25144","104.01579","100.24082","94.76616","92.94455","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Sweden","SWE","","99.18009","100.19025","102.20514","101.10355","101.66232","99.34221","100.86786","100.30567","100.49817","101.95032","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Switzerland","CHE","","96.86029","103.22598","96.25241","95.79073","97.32547","96.17151","95.5446","98.07257","98.77135","100.37137","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Syrian Arab Republic","SYR","","100.32993","103.08739","111.64655","120.07503","123.1114","83.52493","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Tajikistan","TJK","","","","95.14329","98.33589","100.2798","96.13544","94.94585","97.0824","102.4402","105.68686","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Tanzania","TZA","","","","87.96341","","83.92576","90.69864","99.87462","","122.53721","115.97512","109.14532","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Thailand","THA","","","","96.16742","","","","","96.48923","96.4441","95.73414","96.92643","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Timor-Leste","TLS","","","","","119.27123","107.27952","110.11484","109.4862","111.53945","102.83536","","89.55834","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Togo","TGO","","94.99603","87.05504","98.73389","125.97709","130.00519","131.04148","135.07714","134.37298","142.89918","144.04836","141.65741","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Tonga","TON","","","98.94276","103.6105","","105.68006","111.93853","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Trinidad and Tobago","TTO","","","","96.36929","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Tunisia","TUN","","93.6055","101.20733","104.27362","106.66052","109.86005","109.16798","113.20596","117.82675","105.11919","108.95319","105.49719","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Turkiye","TUR","","","97.68184","","100.12928","101.64616","","100.74281","93.1765","90.34224","95.19447","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Turkmenistan","TKM","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Turks and Caicos Islands","TCA","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Tuvalu","TUV","","","54.12541","","","","","99.2126","107.42188","82.17054","","80.68182","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Uganda","UGA","","","","179.23686","145.53673","144.26028","141.2115","151.19893","140.49616","138.43275","139.42093","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ukraine","UKR","","108.71968","96.94376","102.71155","104.66243","99.03846","100.31176","98.77872","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","United Arab Emirates","ARE","","66.37955","108.1789","","","104.7295","100.75851","104.66917","97.69476","","89.24431","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","United Kingdom","GBR","","","","","","","","","98.24581","97.30579","98.09136","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","United States","USA","","","","","101.76131","101.27373","101.04554","102.13492","102.81369","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Uruguay","URY","75.56919","73.36273","100.51542","101.11834","100.83385","96.78606","100.07163","98.78244","99.96131","100.10339","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Uzbekistan","UZB","","","","98.488","95.55227","98.92328","98.35319","99.57678","103.94015","106.57707","106.02217","101.6438","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Vanuatu","VUT","","","","119.09509","","","106.92062","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Venezuela, RB","VEN","","118.29001","111.74006","103.35095","96.67837","98.08186","98.02263","98.7438","98.66508","96.76722","95.26529","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Viet Nam","VNM","","","","108.74603","108.77101","108.17144","109.20345","110.6008","107.14097","115.70432","","115.26999","","",""
