Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Ukraine","UKR","","","7614.3427734375","4260.8017578125","8561.1552734375","9246.76953125","9681.5224609375","11056.5419921875","10664.6240234375","10064.8427734375","11011.970703125","11686.857421875","12708.798828125","14380.861328125","15716.841796875"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","United Arab Emirates","ARE","","","86860.6487815545","97402.3049009562","67769.5251034112","72666.7454512223","74503.0662730483","75169.0501537735","77756.4733197473","68409.2329733712","67256.7745306558","69205.7285326035","76767.494524441","78839.0924822846","66153.2638613342"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","United Kingdom","GBR","","","17054.444821826","26529.8521734351","36487.6718531875","37224.3787645256","38343.0869033484","39954.2191450769","41278.1275079919","42496.8542909218","44082.1164678494","46048.2000506645","47090.4848967293","49911.1566522003","48005.879606196"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","United States","USA","","","23888.6000088133","36329.9702595751","48650.6643227232","50065.9789470675","51784.4114692048","53409.7507774372","55304.3155317137","57040.2082136605","58206.6141931841","60322.261424175","63201.0458483771","65548.0707847572","64317.398912504"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Uruguay","URY","","","6656.02336986409","10842.9274823181","17690.9089946008","18937.2042041832","19288.782511773","20442.3534922364","21640.0332134751","21941.8905523237","22609.8349867698","23373.7525183876","24155.1088458054","25548.0633843286","25551.3370537567"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Uzbekistan","UZB","","","2658.81274660481","2658.92250011558","5470.76344364003","5844.80756223251","6061.94715388358","6302.64724360333","6494.85994090061","6680.18470067687","6796.90489209483","6840.70985995243","7192.5053501179","7513.69754045368","7516.21566377009"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Vanuatu","VUT","","","1638.41540951581","2139.56580192865","2653.2215684584","2728.06577367478","2741.27563740673","2734.73087533068","2801.67333004409","2771.19322289478","2858.58723594307","3018.76311735302","3102.03091542338","3180.31333814746","2989.92383139182"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Venezuela, RB","VEN","","","9534.00707509375","11624.0394789456","16584.1915378832","17402.2756586571","","","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Viet Nam","VNM","","","1184.2306713859","2552.99752593495","5391.94096786795","5793.92988887172","6391.7239977328","6781.26721253151","7332.39585680778","7724.16101671363","8453.06521906826","9281.28336429456","10149.498164063","11190.1531912569","11781.1482979734"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Virgin Islands (U.S.)","VIR","","","","","41607.566857232","39006.0820143282","33878.9831087447","32333.910803019","32360.9003830107","32573.7166813275","33470.5904771466","33893.5501815475","36746.4868901837","40021.7775798021","41354.1963283782"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","West Bank and Gaza","PSE","","","","2782.50352623361","4120.86066340935","4494.7313227255","5214.64865399126","5287.8474611963","5381.63690987475","5769.98236633202","6062.23274844577","6106.64574037122","6215.81647317396","6508.44835080318","5956.28620064819"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Yemen, Rep.","YEM","","","1809.27580606355","2763.81051535085","3895.78098295553","3370.91518530752","3258.19267772303","3437.42953621684","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Zambia","ZMB","","","1541.37455758738","1730.36525882892","3136.63341836807","3267.40827777266","3361.72133097838","3514.71848843937","3475.75962936452","3368.46031177651","3342.33199112982","3419.71783494745","3468.84412099631","3385.78657047215","3179.26541108277"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Zimbabwe","ZWE","","","1794.31816869789","2237.57926489714","1804.29538959085","2080.61151065446","2366.17601155791","2558.99406172995","2618.24085915746","2692.29070035903","2825.35716474699","2435.79435796907","2611.32640893323","2711.52933410429","2784.87239456881"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Africa Eastern and Southern","AFE","","","1816.03586561908","2140.70967930436","3190.83778388886","3296.3694127623","3211.16338304235","3337.14221945833","3473.84325265686","3502.29666225392","3595.84104139357","3640.62858239979","3695.3868844571","3783.51875125366","3666.87196121748"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Africa Western and Central","AFW","","","1741.68751953343","2049.5890565845","3544.06905200025","3690.53906327168","3806.79312171908","3971.19976978317","4180.42772373345","4130.73627388289","4072.79226056154","4139.38760428211","4272.38785238209","4525.09124361269","4503.39664759409"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Arab World","ARB","","","6828.90617535741","10035.6679516006","14610.3542981449","15161.788474642","16026.7665645915","15974.1174225855","15743.4224414507","14275.7189645299","13839.3946265852","14439.4061573788","15434.3679645583","15550.0988946261","14314.7721939757"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Caribbean small states","CSS","","","7150.79511087418","10345.5669771195","14423.9759360498","14941.3609610031","15199.4270473996","15530.4831121508","15861.5988557405","16035.0021139298","15876.8389024768","16937.5356081639","17525.3235679629","18575.0945215188","16860.2611534076"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Central Europe and the Baltics","CEB","","","7517.81847439496","10015.9925664639","20822.5171589826","22311.1444916378","23109.4329335544","23863.2447654784","24930.6566407372","26138.7832134565","27759.4752283361","29835.9795536823","32020.3911908708","35482.038696541","35850.3487946529"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Early-demographic dividend","EAR","","","2961.40860396614","4176.41759999999","6974.02101929872","7389.11279232455","7762.55623322461","7994.57340163642","8224.26680497111","8332.69328032325","8647.51898089679","9078.32659038228","9590.82943012095","9910.48275143819","9665.10971553127"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","East Asia & Pacific","EAS","","","3250.68095239596","5775.98467634083","11778.0347887076","12665.6530849602","13536.2273984038","14276.9265050318","14841.1410557412","15309.9626858088","15872.8804910851","16663.6416702187","17770.1576272425","18823.8203995837","19126.9532164683"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","East Asia & Pacific (excluding high income)","EAP","","","1458.71241220114","3311.65746578646","8737.34782592388","9579.14620911343","10417.6018804082","11055.9066584087","11618.6587245402","11998.9323514084","12586.9921537481","13337.2597532909","14425.0838003375","15487.9473229035","15792.4479110189"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","East Asia & Pacific (IDA & IBRD countries)","TEA","","","1476.1957465299","3350.66754909407","8837.19483445947","9688.15974521768","10535.578781032","11180.5683474382","11749.226100972","12133.4262634086","12727.7066810994","13485.9026881604","14585.5195422585","15659.9857968871","15967.7770101713"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Euro area","EMU","","","17030.4531228522","25115.6373952081","35569.574855606","37220.3180436906","37593.318953072","38776.9233467881","39736.263178629","40826.3267228219","43313.4657544845","45399.5680224631","47320.1602324272","50853.4202112256","49285.504970038"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Europe & Central Asia","ECS","","","11940.7964399211","15927.5546532784","26145.6431970393","27709.2793462511","28476.3831947995","29754.2395159627","30488.5380163292","30917.5185625484","32328.5945646293","34029.1848314838","35730.9323788201","38322.895193471","37780.4475784033"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Europe & Central Asia (excluding high income)","ECA","","","6404.69857050052","5764.4088429599","12082.5812020436","13286.885814115","14044.9191197855","15295.7222437943","15829.8814179906","16131.4241135748","16733.5775558401","17569.6917104265","18177.2606739987","19243.4216759187","19603.4375360865"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Europe & Central Asia (IDA & IBRD countries)","TEC","","","6944.98482817245","6617.60013069822","15928.647013392","17520.2311002592","18517.813830276","19786.8094271489","20220.936604236","20008.1689982347","20575.0440518454","21893.7411273229","23439.5207115276","25254.8241281757","25676.2123991205"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","European Union","EUU","","","14983.6685273496","22075.6366276142","32862.756919593","34495.2972303912","34965.5000370998","36065.2913469205","37065.5981964675","38224.1051741392","40552.296778986","42666.6986932236","44654.3485271638","48194.9375050585","47106.4373764272"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Fragile and conflict affected situations","FCS","","","2469.74562850395","2668.11538010105","4176.69775745716","4200.31005305581","4406.64122740024","4608.7917097544","4624.6132050462","4425.67639219102","4485.44239986979","4634.35054042444","4914.65905893186","5138.876452112","4990.50800095646"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Heavily indebted poor countries (HIPC)","HPC","","","1082.2817442252","1321.03684573326","2004.52167596599","2075.47595172122","2076.80700169516","2172.20152826253","2321.47660531773","2379.09919861691","2475.80397391076","2565.2042826422","2670.12834720373","2807.33835189607","2801.32644541831"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","High income","HIC","","","16819.9399279664","24993.8691286905","37007.6940172624","38744.9049741618","39915.2625332574","41326.6540044894","42363.0603194577","42890.0008894187","44081.3108375567","45994.3820323933","48196.5370098473","50504.6252737588","49474.5533332797"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","IBRD only","IBD","","","2972.40350145837","4477.25244426346","9325.13585286235","10043.1419665833","10666.0151336075","11170.4912611177","11516.4192590896","11632.2180733547","12080.0757533864","12745.0216395523","13641.9060746909","14440.7141013939","14470.6124791903"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","IDA & IBRD total","IBT","","","2647.41313121321","3877.0998495322","7771.79214182499","8327.71501003682","8806.73908748589","9210.76158556648","9500.45772165269","9593.43446241152","9936.31958737274","10440.1705003412","11132.4764489119","11746.8559905075","11743.293720446"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","IDA blend","IDB","","","2017.62493058789","2423.23710684603","4045.18103653232","4205.23325450922","4342.8419079917","4534.32181499342","4746.85475061007","4836.02140660949","4873.23675062027","4957.10302975418","5133.29644324404","5320.38675731192","5317.532617049"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","IDA only","IDX","","","1030.79112449633","1398.6059162372","2351.54381926486","2450.41753402945","2536.43329440875","2681.92088207274","2853.55002164207","2948.49793557677","3095.57877490968","3232.87123720471","3446.39202991948","3653.74088450333","3686.38584354132"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","IDA total","IDA","","","1355.79737852237","1738.90881203945","2916.98995406808","3036.82287319354","3139.93910263444","3300.45671949049","3484.67571741006","3576.16378188945","3683.23481541375","3800.00517587739","3998.89108091482","4197.3680056662","4216.97197473191"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Late-demographic dividend","LTE","","","2898.88254878946","4797.68373130465","11611.5510015396","12682.3838717992","13561.3548341119","14323.3226774708","14858.2315304697","14941.4912990667","15460.82833486","16366.9728430341","17695.839658046","18972.3886190143","19236.6503632811"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Latin America & Caribbean","LCN","","","6276.72465818662","8797.52814742624","13422.4186575704","14312.7910439666","14620.612511977","15097.4111608879","15408.4648803588","15191.0663311109","15441.5674363913","16075.9936882222","16760.4800819079","17169.5131512131","16501.6112290472"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Latin America & Caribbean (excluding high income)","LAC","","","6177.90202544927","8568.97543619603","13038.0125490448","13898.5427339239","14168.6672037849","14625.5305841967","14920.029916203","14678.033673608","14894.6416825555","15491.2558469625","16144.2246621039","16501.5215157224","15850.2020416249"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","6258.00472555866","8722.79364548899","13340.995172526","14235.84309401","14546.1305140947","15027.4922068092","15340.002408747","15119.5619358719","15372.5296399243","16014.1390866829","16694.9165501593","17090.0263670157","16423.9486915516"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Least developed countries: UN classification","LDC","","","941.754039266173","1270.52562464982","2237.69087293969","2314.6045198362","2376.10928074369","2503.33896977045","2662.58738647077","2724.6514158114","2852.34700209648","2977.77829443481","3198.09425419464","3400.88184079964","3438.59878332198"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Low & middle income","LMY","","","2330.42697697088","3636.15042640419","7193.83647226347","7692.17874105988","8142.02179725325","8513.86892510924","8804.4977919734","8933.82633830971","9270.53901879552","9724.59415473618","10350.0472580246","10894.6423152134","10886.2467062407"
